,Cleaned tweet,Tag
274,NeoNazi terrorist and illegal immigrant Ortega Smith not Spanish publicly encouraging people to die at sea He will never be stopped The regimes media call him a constitutional democrat They must be eradicated They are accomplices,1
275,But what does this woman say How is she going to be caused by COVID If enormous quantities have been arriving in boats for years The only thing that changes now is the immigrant profile,1
276,If we return to the news in every detainees is an immigrant official data when according to the data it should be for the figure to be even in solution With the numbers provided by the newspaper and by the INE they commit DOUBLE as many crimes as those here,1
277,NONE OF THAT hes a shitty and subnormal Moor,1
278,some shitty moro who listens to his fucking mother and three SUB NORMAL ES,1
279,There will be no money to pay the ERTES but to waste it on the immigrant mob no problem Thats what traitor and thief governments do,1
280,Shitty Moro youre afraid of losing the subsidy,1
281,Im going to have to break that little panchitos mouth so he can respect it Im running out of patience,1
282,Put the mate through the shitty black ortho Im sure your grandparents are proud of you Show them this thread see if they cry from excitement or disappointment stupid,1
283,Ibargen just walked in screamed like an idiot and got a yellow card Black shit and useless,1
284,Santi Cseres gives pure balls backwards Let him screw Villarreals mother for scamming us in the most vile way with that sudaca Same as with Roger and Surez,1
285,Some fucking black guy just literally put his hand through the window of my house and robbed me Argentina,1
286,And when I asked for bread at the bakery there was a Sudaca woman who didnt understand my urban accent,1
287,Shitty Spain saying the fucking Moor With one kick he sent him into the strait on a stormy day,1
288,Well that is where the state should have come in to help companies affected by the pandemic but they could only give billions to the banks and think about saving Avianca There is definitely nothing more ridiculous than an immigrant uribeast,1
289,You look Thats great now how many of those laps were in international competitions Hahaha you fucking black man youre very young win a South American at least Fool,1
290,The decent immigrant is the one who entered the country with all his papers in order and works contributing to the country today are illegal they send thousands of to their countries and enjoy privileges that not even Chileans have,1
291,The next time he comes by boat it will take less time to get it and he will probably have to suck a lot less asses of infected communists Anyway Another one of those we have left over I hope in years they send everyone back home,1
292,Next up are all the black jihadists who come in boats At the time,1
293,Immigrant with elastic for his country they contribute nothing thieves thieves rustlers thieves hitmen abusers pencas fools criminals bad habits etc,1
294,Barcelona city of MENAS What a beautiful landfill you have left,1
295,Lets see immigrant dont be in a hurry for anything everything will come to you like the chairs and the school thing has already arrived which I am very happy about I hope you enjoy it the chairs will also arrive dont be in a hurry azo,1
296,You fucking black man Martial hes ALONE ALONE,1
297,An immigrant gets nationality for sucking the governments ass The rest will imitate him,1
298,New violent groups of former MENAS detected that dispute territories with Latin gangs We welcome them protect them and teach them our weak points,1
299,I never give a fucking peso to an immigrant NOTHING,1
300,I come to look for my yearold son and his friend sheltered in a bar pursued by a mob of menas and sudacas to attack and rob them I arrived and put them in the car oh all of you who encourage these shits to come I hope there is a group organized like before,1
301,Dont go if the fucking Moor with Ramadan is going to vaccinate us,1
302,No sepoys This is how squatters antifas menas illegals criminals INVADERS see you THE DECENT AND HONORABLE CITIZEN IS AFRAID OF YOU YOU ARE ALREADY A MERCENARY ARMY OF THE BOLIVARIAN DICTATORSHIP OF THE MASONIC CORRUPT AND TRAITOROUS REGIME OF AGAINST THE SPANISH PEOPLE,1
303,Sons of bitches both menas shit,1
304,Arrested and already on the street two Moroccans for raping a coworker of a foundation for menas through,1
305,Except if you are an illegal immigrant because then no confinement or anything In Spain only honest citizens those who contribute and pay taxes are required to comply with the Law,1
306,If I came by boat I wouldnt have any problems Paradoxes of these unpresentables,1
307,Well imagine when the illegal immigrants send the videos to those who are waiting for the boat to come between the police and the Red Cross girls in heat we have nothing left,1
